,id,sentiment,extractText
94,16,2,"THANK YOU I asked to attend your svtc today with Embassy Tripoli, because had first met so many of that staff when I went with
you from Malta to Tripoli for the reopening of our Embassy.
Today's deaths hit me much harder than I would have guessed. I am always proud to serve under you, but never have
your words been more meaningful than on today's svtc. Every day of your tenure has been extraordinary, but none
more so than today. Thank you again for your inspirational leadership and example.
As ever,
Harold
U.S. Department of State
Case No. F-2015-04841
Doc No. C05739571
Date: 05/13/2015
STATE DEPT. - PRODUCED TO HOUSE SELECT BENGHAZI COMM.
SUBJECT TO AGREEMENT ON SENSITIVE INFORMATION & REDACTIONS. NO FOIA WAIVER. STATE-SCB0045269"
95,1676,2,"AJS HEARING HIGHLIGHTS * Miguel: ""Andrew did great this afternoon. FYI, Lowey delivered HRC's statement. Very well received.""
* Richard Fontaine: ""Andrew is not even rocking - just tapping his foot. Did y'all train him for.this or something?? And
half the room are Shapiros, it's like his friggin Bahr Mitzvah.""
* Former NSC staffer Michael Allen: ""Shapiro son removed from the room, screaming bloody murder in the hallway.""
* Mike Feldman: ""Jon Lovett removed from the room, screaming bloody murder in the hallway.""
* Laurie Rubiner: ""Jim Webb arrives, looks typically angry.""
* Derek Chollet: ""Shapiro comes out strong against piracy. Bold stand.""
* Jon Lovett: ""Jeanne Shaheen listening very closely. Barbara Boxer is distracted. The other anonymous old men on dais
seem confused and unsure where they are.""
Hearing concludes at 3:33:43 PM EDT
2014-20439 Doc No. C05761605 Date: 06/30/2015"
96,19,1,S TODAY This is nice.
97,1942,1,"KUDOS AND THANKS TO THE SECRETARY FYI — nice.
cdm"
98,2022,2,"RE: Sorry yes exactly
We have shy tomorrow at 10am too."
99,2102,1,FROM ADAM MINTER'S SHANGHAI SCRAP BLOG Read through - nice complement to jose's induction to the process
100,2213,1,"MESSAGE BACK FROM OUR FRIEND Great. All the best to you its fantastic to see you doing so well and when I see what a difference you are making it
remindsme why politics is too important to be left to the bad people
Sent from my HTC Touch Pro"
101,2324,2,SPEECH Sorry about the gaps and typos. Will clean it up. And of course we can chat whenever you're ready.
102,2346,1,NICE ADDREASS TODAY! Fyi
103,2443,1,"RECOVERY Great you can begin PT- one of the best things in life for broken parts and aching bodies! Agree merger is a positive with good
possibilities. Nice to see you named best cabinet member in Washingtonian since job is so tough and world generally conspires to
make it tougher. Finally getting your whole team on board should help. Will save any issue discussion or thoughts for other than
email. Keep taking care and, hopefully, the only fireworks this weekend will be in American communities.
Wendy R. Sherman
Albright Stonebridge Group*
1101 New York Avenue, NW
Suite 900
Washin on DC 20005
* On June 25, 2009, Stonebridge International and The Albright Group announced their merger, creating the Albright Stonebridge
Group. For the time being, all contact information remains the same. Once we complete the transition, we will inform you of our new
contact details. We appreciate your patience and look forward to continuing our work with you.
sent from Blackberry"
104,246,1,"THANK YOU SO MUCH So nice
Mills, Cheryl D <MillsCD@state.gov>
Thursday, December 20, 2012 7:40 AM
RE: Thank you so much"
105,2619,1,RE: Yes. Its a nice photo. It could just be someone with a good camera standing on their lawn.
106,28,3,AMB STEVENS  Remind me to discuss
107,2928,2,"DAILY STAR ARTICLE ABOUT PRIME MINISTER HASINA'S SPEECH I talked to Yunus. She is making any progess very difficult. The health project he discussed with yoiu can't get OKs from
govt for Nursing school, univ health center, corporate partnerships, etc. If she hears it's Grameen, she stands in way of
licenses, etc, even tho it benefits the country.
He was hoping there might be some way to assure her that he has NO intention of getting into politics in any way and
that she can use him effectively to make the country a model in ways that Grameen can do that. There is some deep
personal antagonism that he can't fathom. Very sad development."
108,2934,2,DAILY STAR ARTICLE ABOUT PRIME MINISTER HASINA'S SPEECH I will ask but I think if she senses he's bewhind thew request matters will get worse.
109,31,3,QUICK SUMMARY OF POTUS CALLS TO PRESIDENTS OF LIBYA AND EGYPT FYI
110,3151,2,"DECLINE AND FALL OF THE BRITISH EMPIRE, 2009 EDITION. SID sbwhoeoP
Thursday, November 5, 2009 12:28 AM
H
FYI: Decline and Fall of the British Empire, 2009 edition. Sid
France: 'Autistic Tories have castrated UK in
Europe'
French Europe minister says David Cameron's pledge to reclaim EU powers is 'pathetic' and will leave Britain isolated
Nicholas',Nat, Patrick yVintpur and :15;rattori.
c.,uardiari.,;:o.uk, Wednesday 4 November 2009 21.30 GMT
The Cohseri?t,vea were accused by the French government tonight of ""castrating"" Britain's position within the EU by
adopting an ""autistic"" approach that would take Britain off the radar.
Speaking to the Guardian, Pierre Lellouche, France's Europe minister, described as ""pathetic"" the Tories' EU plans
announced today, warning they would not succeed ""for a minute"".
Giving vent to frustration across the EU, which has so'far only been expressed in private, Lellouche — who said he was
reflecting Nicolas Sarkozy's ""sadness and regret"" — accused William Hague, the shadow foreign secretary, of a ""bizarre
autism"" in their discussions.
He said: ""They have one line and they just repeat one line. It is a very bizarre sense of autism.""
Lellouche, one of the most Anglophile members of Sarkozy's government, made his remarkable intervention after David
Caii.e.con outlined a fresh Tory approach to the EU in the wake of the full ratification of the Lisbon treaty.
A future Conservative government would seek to strengthen British sovereignty and repatriate a series of powers Over
social and employment legislation, the Tory leader said.
Cameron said he was not seeking an immediate ""bust-up"" with the EU, and would allow the repatriation of powers
negotiations to last as long as five years.
But that position was not enough for the Tory MEP Daniel Hannan, who quit his role as the party's legal affairs spokesman
in Europe, saying he intended to fight for referendums to enable Britain to become ""self-governing"".
France's centre-right government condemned Cameron's plans, saying that they would marginalise Britain within the EU.
Abandoning all diplomatic niceties, Lellouche said: ""It's pathetic. It's just very sad to see Britain, so important in Europe,
just cutting itself out from the rest and disappearing from the radar map .... This is a culture of opposition ... It is the result
of a long period of opposition. I know they will come back, but I hope the trip will be short."" He said Cameron's approach
was in line with the Tories' decision to abandon the main centre-right EPP grouping in the European parliament, of which
Sarkozy's UMP party is a member.
""They are doing what they have done in the European parliament. They have essentially castrated your UK influence in
the European parliament,"" he said.
Lellouche said he has told Hague personally that his position was a ""waste of time for all of us"".
""I have told William Hague: go away for two to three years, in your political economic situation you're going to be all by
your self and you'll come back. Go ahead and do it. That is my message to them ... You want to be marginalised? Well,
you go for it. But it's a waste of time for all of us,"" the French minister said.
Lellouche made clear the Tories had no hope of securing support for their plans. ""It's not going to happen for a minute.
Nobody is going to indulge in rewriting [treaties for] many, many years. Nobody is going to play with the institutions again.
It's going to be take it or leave it and they should be honest and say that,"" he said. ""It is a time of tumultuous waters all
around us. Wars, terrorism, proliferation, Afghanistan, energy with Russia, massive immigration, economic crisis. It is time
when the destiny of Europe is being defined — whether or not we will exist as a third of the world's GDP capable of fighting
it out on climate, on trade, on every ... issue on the surface of the Earth.
""We need to be united, otherwise we will be wiped out and marginalised. None of us can do it alone. Whether you're big
or small, the lessbn is the same. And [Britain's] risk is one of marginalisation. Irrelevance."" He explained: ""Finally we have
institutional package, but it took 15 years of looking at our navel and getting everybody bored to death with sterile debate"".
In a sign of France's determination to resist the Tory plans to opt out of key EU legislation, Lellouche warned the French
would attempt to reduce Britain's EU budget rebate which will be up for negotiation during the next parliament.
He pointed out that France is a net EU contributor to the tune of €5bn (E4.5bn), unlike Britain which receives a rebate.
""If we get a government that is ferociously anti European that will vote down this kind of legislation then I think the
relationship is going to be very difficult. As we enter the next phase one of the issues we have to discuss midterm is of
course finances. France is a net contributor to the tune of €5bn a year, of which €1.5bn is the same as British rebate. That
should tell you quite a bit huh?"" he said.
Cameron will be angered by the attack, and what it implies for Tory relations with the rest of Europe although in the short
term he will be more concerned to ensure his strategy of abandoning a referendum on the Lisbon treaty does not provoke
cries, of betrayal on his backbenches.
Hague reacted to the French criticism by insisting that Lellouche's comments did not represent the true reception of the
Tories' plans in Europe.
""That is not how we are seen across Europe,"" he told BBC2's Newsnight, adding his party had established good relations
with Sarkozy's party.
""1 don't think you will find that's representative of the reaction in Paris or other European capitals,"" he added."
111,3155,1,ED LUCE ARTICLE Nice!
112,3310,1,"KUDOS! Madam Secretary,
Thank you so much. It is very exciting to finally see the book in print (when I first got a copy I was almost afraid to look
inside it!). I hope you enjoy it. And yes, I have been working with Lissa and others on the democracy/human rights
speech.
On the question about UK soldiers - the UK lost more soldiers in the Falklands than they have in Afghanistan:
255 in the Falklands
235 in Afghanistan (including British forces personnel and MOD civilians)
Please let me know if you would like any other information on that.
Again, thank you so much, and Happy Thanksgiving!
Sincerely,
Mike"
113,3399,1,"HAPPY NEW YEAR! Happy new year to you and Bill--and Chelsea! Congrats on the upcoming marriage. A good sign, I hope, that this year will
be better. Onward, upward. Sid"
114,3406,1,"OH, MY--AND, THANKFULLY, HAPPY NEW YEAR! Thank you for such a lovely note. Life
seems very sweet indeed this New Year's Day, and all the more so with the privilege of doing meaningful and important
work with a great team of people and a leader whom I am proud to serve. It has been quite a journey indeed, one that
has been hard at times, but immensely rewarding. Happy New Year, and here's to a great 2010.
AM"
115,3412,1," jpg
The new year is bound to bring in a continuing wave of crisis around the world. Consider this photo a
momentary respite. It is evocative of the good feeling you engender everywhere. The photo is of the Director
of New Life Center in Chiang Mai. They are doing incredible work there and have made exceptional progress
since your visit. They remember you with great gratitude. I had one of your signed photos left after
distributing the others to the Burmese women human rights leaders (who also felt that you were on their
side).
Everywhere I went over the holidays, there was much favorable comment about your leadership. I'm so proud
to be back working with you. Because you've created such ripples of hope, we've got so much to do!
Love to all the Clintons and best wishes for a healthy, happy, productive and rewarding New Year.
<<New Life Center Foundation 2009.jpg»"
116,3415,1,"SCHEDULE Thank you and a very happy new year to you both!
Will make sure to add to the calendar."
117,3421,1,"BLACKWATER CASE Importance: High
ATTORNEY-CLIENT PRIVILEGE/ATTORNEY WORK-PRODUCT
And Happy New Year to you (and your family) too! I am so thrilled to be in this job and working with you. I am having a
great time, and hope to have an even better 2010.
Re Blackwater. I have already put these very questions to our team, and they are working up a memo on the subject.
Significantly, the press accounts are all saying that State Department lawyers appropriately warned the DOJ prosecutors,
but that the DOJ lawyers chose to take a different route.
My initial reactions to your questions are as follows:
I will keep pressing and give you an oral report at Monday's 8:45, and we can get the promised memo to you soon
thereafter.
Please let me know if you need more.
Best
Harold
For"
118,3446,2,"LANDLER STORY Landler has called me twice -- I haven't called back because I don't want to go down the road.
I talked to Matt and off-handedly asked about the issue -- he said that people are deeply unhappy with our friend, but
not much else. Said he didn't think anything was imminent. But it was not a very optimistic conversation."
119,3556,1,"THANK YOU! Nice feed back on Capricia's Diplomatic Women's Corp lunch with 160 women from around government (WH, agencies,
Hill) and women ambassadors from other countries."
120,3605,2,"THE IMPORTANT INFORMATION YOU REQUESTED - VERY SERIOUS DANGERS FACING ECUMENICAL PATRIARCH BARTHOLOMEW Bartholomew
B6
Marshall, Capricia P; Verveer, Melanne S
RELEASE IN PART
B6"
121,3704,1,THANK YOU Nice
122,3716,1,"HAPPY NEW YEAR! Happy New Year to you as well! It's been an honor to work for you. I'm excited -- and bracing -- for the work ahead.
As for business, I've sent along the outline for the year-end POTUS report and the first weekly Af-Pak report."
123,3798,1,HAPPY BIRTHDAY 
124,3827,1,"HAPPY HOLIDAYS Dear Hillary,
Best wishes to you and your family for a wonderful holiday season.
It has been an honor and a pleasure working for you this year, and I am eagerly looking forward to the challenges of
2010.
Warm personal regards,
Bob Hormats"
125,3845,1,HAPPY HOLIDAYS! Fyi and happy christmas
126,3996,1,"HAPPY NEW YEAR/IRAN REPORTS  Thanks for the new years wish. You can give Senator Gillibrand my name, but I will also ask Miguel to call her Leg
Director in the morning. And I will work with Jake to track down Aga Khan's roadmap to stability.
See you tomorrow."
127,4074,1,"BARBARA HAIG - ALEXANDER HAIG'S DAUGHTER Barbara haig — Alexander Haig's daughter / Called to say thank you for the statement that you made. Her father really
respected you. He would been so happy and humbled about what you said. Barbara works for the Nat'l Endowment
for Democracy and says she is grateful for what a help you have been to them, too.
###"
128,4083,1,"SHANGHAI EXPO Mark
Thnx for the offer to help on Expo. I can send you the full list tomorrow. Would be happy to download in the am.
Dell, Intel, Microsoft (and about 20 others) all in but HP is not and Ford despite our best efforts keeps turning us down -
they are the only major global auto company not represented in Shanghai (Blanchard and Gephardt going back at them
yet again this week). Oracle, Alt, ADM, Monsanto, and financial and insurance companies among the other logical
companies not in yet.
Will call you in the am
Kris"
129,4098,2,"BRAVO! BRAVA! ISSUE YOUR STATEMENT! SID DecIan thinks bad idea because sends wrong message to NI and because this is your moment.
Philippe thinks practically impossible to do."
130,4108,1,"THANKS FROM SENATOR KLOBUCHAR So nice - congrats to you and thanks for all the work you are doing.
cdm"
131,4250,2,SORROW AND OUTRAGE AT DEATH OF CUBAN DISSIDENT ORLANDO ZAPATA TAMAYO 
132,4254,2,"DALLAS Today's Dallas Morning News editorial page condemns attorney David Schiller for including you in the wrongful death
suit that he filed on behalf of the Lozado family. It ends with ""... citing Clinton is enough to give even ambulance-
chasing lawyers a bad name."""
133,4265,1,REFAMING THE DOMESTIC DEBATE ON SUDAN I actually think it makes sense and may help - so I am happy to nnawigate it for him
134,4371,2,"BOEHNER'S CHIEF OF STAFF FYI —
POLITICO
Boehner chief of staff dies at 46
By: Patrick O'Connor
January 10, 2010 01:40 PM EST
Paula Nowakowski, the longtime chief of staff to House Republican Leader John Boehner,
died unexpectedly Saturday night, according to the leader's office. She was 46.
""It is with profound sadness and shock that I announce the passing of Paula Nowakowski,
my longtime chief of staff, trusted aide and friend, who died suddenly last night,"" Boehner
said in a statement early Sunday afternoon. ""Words cannot adequately express the sorrow
and disbelief I and every member of our team are grappling with today in the wake of this
stunning news.""
A Boehner aide said the cause was an apparent heart attack.
President Barack Obama and Speaker Nancy Pelosi (D-Calif.) were among those who
called Boehner Sunday to offer their condolences on Nowakoski's death.
""The entire Capitol Hill community is shocked and saddened by the sudden passing of
Paula Nowakowski,"" Pelosi said in a statement. ""As Chief of Staff to Republican Leader
John Boehner, Paula earned the respect not only of her Leadership and Conference, but
all House Members on both sides of the aisle. She served Leader Boehner both in his
current position as well as previously at the Committee on Education and the Workforce
with great distinction.
""Paula was a thorough professional who loved the House and worked in a constructive
and bipartisan fashion to implement policies to help the Congress function efficiently. On
behalf of the entire House, I express our deep sadness to Paula's family, friends and our
colleague, Leader John Boehner.""
""Paula had some of the finest qualities a public servant can have: she was committed to
advancing the cause of freedom, she cared deeply about the people she served, and she
was a patriot,"" said Minority Leader Mitch McConnell (R-KY.).
""On behalf of her senate colleagues, I pass on my condolences to her family, Leader
Boehner and his staff, and the whole House family for this tragic loss of our friend.""
It would be hard to overstate Nowakowski's role in Boehner's tight-knit office. She has
worked for the Ohio Republican almost continuously since 1995, when she joined his staff
as communications director for the Republican Conference.
In the years since, she has worked as staff director for the Education and Labor
Committee and served as his chief of staff since he returned to the leadership in early
2006. She briefly left Boehner's side in 1998 after he lost the conference post following a
tough election for Republicans but rejoined him in 2001 when he assumed the
chairmanship of the Education and Labor Committee.
Along the way, she counseled Boehner on just about every decision he made and often
served as an enforcer of sorts for the collegial Republican leader. It would be hard to find
any chief of staff on Capitol Hill who maintained a closer relationship with her boss than
the one she shared with Boehner.
Aides said Sunday that Boehner's office and extended network of former colleagues,
known to many as ""Boehner-land,"" were collectively shocked by the news.
""We will remember Paula as she would want to be remembered — as a tireless worker,
faithful friend, rabid Detroit sports fan, whip-smart strategist, warrior for freedom and
devoted Catholic who counted President Ronald Reagan and Pope John Paul II among
her greatest heroes. She will never be replaced or forgotten,"" Boehner said. ""I ask for your
prayers for Paula's family.""
©2009Capitol News Company, LLC
FD HIDDEN DIV
Tmt Washington ost
NEWS! POLITICS I OPINIONS! BUSINESS I LOCAL I SPORTS I ARTS & LIVING I GOING OUT GUIDE I JOBS I CARS I REAL ESTATE
'SHOPPING
Paula Nowakowski, Rep. Boehner's chief of staff, dies at 46
By Martin Weil
Washington Post Staff Writer
Monday, January 11, 2010; B04
Paula Nowakowski, 46, chief of staff for House Minority Leader John A. Boehner, was found dead Jan. 10 at
her home in Alexandria.
No official cause of death was available. Antonia Ferrier, a spokeswoman for Boehner (R-Ohio), said it
appeared that Ms. Nowakowski died of a heart attack.
A longtime Hill aide, and Boehner's staff chief since 2006, Ms. Nowakowski was named by the Capitol Hill
publication Roll Call to its 2009 list of the ""Fabulous Fifty"" staff members. The accolade recognized her savvy,
her clout and her access to the top people in Congress.
Ms. Nowakowski, an avowed conservative, was highly regarded by leaders of both parties.
She was praised by Boehner and House Speaker Nancy Pelosi (D-Calif.).
""It is with profound sadness and shock that I announce the passing of Paula Nowakowski, my longtime chief of
staff, trusted aide, and friend, who died suddenly,"" Boehner said in a statement.
""Words cannot adequately express the sorrow and disbelief I and every member of our team are grappling with
today in the wake of this stunning news,"" Boehner said.
Pelosi called Ms. Nowakowski a ""thorough professional who loved the House and worked in a constructive and
bipartisan fashion to implement policies to help the Congress function efficiently.""
According to WhoRunsGov. corn, a Washington Post Co. Web site, Ms. Nowakowski grew up in St. Clair
Shores, Mich., and studied English at Cornell University in Ithaca, N.Y.
She told Politico of being made more conservative by the campus ""rise of the loony left,"" citing ""wacky, wacky
stuff,"" which shaped her politics.
According to a reference book on congressional aides, she worked for the Republican National Committee in
the late 1980s and early 1990s, then joined the staff of the House Republican Conference. After two years as a
public affairs vice president of the American Insurance Association, she worked from 2001 to 2006 as staff
director of the House Committee on Education & the Workforce. A Boehner aide said she worked for him at
both the Republican Conference and the Education Committee.
Pelosi's staff chief, John Lawrence, who was Ms. Nowakowski's Democratic counterpart on the education
committee, said they transcended political differences to ""work in a very collegial way to strengthen the House
itself."" He called her ""a great professional.""
After the GOP lost its House majority in 2006 , Ms. Nowakowski said she experienced ""the seven stages of
grief,"" according to the Almanac of the Unelected 2008, a reference on Hill staffers.
""You don't want to be a compliant minority,"" she said of the party's new status, ""but you have to adjust your
expectations.""
In his statement, Boehner called Ms. Nowakowski ""a tireless worker, faithful friend and rabid Detroit sports
fan.
Survivors include her longtime companion, Michael Smith, her mother, a brother and a sister.
C 2010 The Washington Post Company"
